,sr,section,date,datetime_from,datetime_to,delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_event_time
576,1128,16 mm,2024-11-10 00:00:00,01:44:00,01:58:00,14,TWIN CHANNEL 1 B,UNDERSHOOT IN LINE 1B DUE TO MATERIAL HIT AT TWIN CHANNAL.,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 01:44:00,2024-11-10 01:58:00,2024-11-10
577,1130,8 mm,2024-11-10 00:00:00,17:20:00,18:01:00,41,DIVIDE SHEAR L1,UNDERSHOOT AT LINE 1A,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 17:20:00,2024-11-10 18:01:00,2024-11-10
578,1131,8 mm,2024-11-10 00:00:00,18:02:00,18:21:00,19,DIVIDE SHEAR L1,UNDERSHOOT AT LINE 1A,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 18:02:00,2024-11-10 18:21:00,2024-11-10
579,1132,8 mm,2024-11-10 00:00:00,18:33:00,19:39:00,67,DIVIDE SHEAR L1,UNDERSHOOT AT LINE 1B,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 18:33:00,2024-11-10 19:39:00,2024-11-10
580,1133,8 mm,2024-11-10 00:00:00,19:51:00,20:27:00,36,DIVIDE SHEAR L1,UNDERSHOOT AT LINE 1A,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 19:51:00,2024-11-10 20:27:00,2024-11-10
581,1134,8 mm,2024-11-10 00:00:00,20:53:00,21:51:00,58,DIVIDE SHEAR L1,UNDERSHOOT AT LINE 1B,"1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)",COBBLE DETECTION AT LINE_01 DIVIDE SHEAR ,IMPROPER  CUTTING FROM DIVIDE SHEAR ,LOOPING BETWEEN PR4 AND TAIL BRAKER,SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT,,"1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED","1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE",DONE ,,,2024-11-10 20:53:00,2024-11-10 21:51:00,2024-11-10
582,1135,8 mm,2024-11-11 00:00:00,05:31:00,05:48:00,17,PINCH ROLL 2_2,MATERIAL BROKEN AT LINE 2.MATERIL  ACCUMULATED AT BGV2,COBBLE REMOVED AND MILL STARTED,COBBLE AT BGV AND SH-1 CHOPPING,HEAD BROKEN FROM PINCH ROLL-2,SLIPPAGE IN PINCH ROLL DUE TO FLUTTERING,DURING RAMP UP IN SPEED,,"1. SPEED DECREASED
2. PINCH ROLL PARTING CHECKED
3. WATER BOX -1 COOLER -1/9 CLOSED 
4.PRESSURE INCREASED OF WATER BOX
5. CLOSING PRESSURE DECREASED 0.2 BAR","1. PINCHROLL AXIAL /RADIAL PLAY TO BE CHECKED DURING CENTRAL LINE ROLLING
2. PNEUMATIC VALVE TO BE REPLACED BY CHECKING RESPONSE TIME
3. CYLINDER TO BE CHECKED DURING CENTRAL LINE ROLLING
4. WATER BOX COOLER AND STRIPPER ID TO BE PROPERLY CHECKED DURING CENTRAL LINE ROLLING
5.ENTRY/EXIT FUNNEL ID TO BE CROSSS CHECKED THROUGHLY
6.ALL THESE POINTS TO BE INCORPORATED IN CHECKLIST FOR OPERATION AND MECHANICAL",DONE ,,,2024-11-11 05:31:00,2024-11-11 05:48:00,2024-11-11
583,1136,8 mm,2024-11-11 00:00:00,09:37:00,10:01:00,24,BGV1,COBBLE IN BGV 1 AFTER STAND 22 DUE TO BAD METAL. HEAT NO - 1404925- (1C+1H),COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,"1. COBBLE REMOVED, CHIPS CLEANED AND MILL STARTED","1. BILLET QUALITY TO BE CHECKED BY QUALITY DEPARTMENT
2. MAIL TO B SENT TO SMS SOHAR STEEL FOR CHECKING OF BILLET QUALITY",PENDING,,,2024-11-11 09:37:00,2024-11-11 10:01:00,2024-11-11
584,1137,8 mm,2024-11-11 00:00:00,10:35:00,10:59:00,24,BGV1,COBBLE IN BGV 1 STAND 20 RE GUIDE DUE TO CHIPS JAMMED IN INSERT. HEAT NO - 1404925- (1C+1H),COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,"1. COBBLE REMOVED, CHIPS CLEANED AND MILL STARTED","1. BILLET QUALITY TO BE CHECKED BY QUALITY DEPARTMENT
2. MAIL TO B SENT TO SMS SOHAR STEEL FOR CHECKING OF BILLET QUALITY",PENDING,,,2024-11-11 10:35:00,2024-11-11 10:59:00,2024-11-11
585,1138,8 mm,2024-11-11 00:00:00,12:24:00,12:43:00,19,BGV2,COBBLE DUE TO METAL BROKEN IN LINE 2. (1C+1H),COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,"1. COBBLE REMOVED, CHIPS CLEANED AND MILL STARTED","1. BILLET QUALITY TO BE CHECKED BY QUALITY DEPARTMENT
2. MAIL TO B SENT TO SMS SOHAR STEEL FOR CHECKING OF BILLET QUALITY",PENDING,,,2024-11-11 12:24:00,2024-11-11 12:43:00,2024-11-11
586,1139,8 mm,2024-11-11 00:00:00,15:26:00,15:52:00,27,BGV2,HEAD COBBLE IN BGV 2 DUE TO CHIPS JAMMED. (1C+1H) ( HEAT NO -1404939),COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,"1. COBBLE REMOVED, CHIPS CLEANED AND MILL STARTED","1. BILLET QUALITY TO BE CHECKED BY QUALITY DEPARTMENT
2. MAIL TO B SENT TO SMS SOHAR STEEL FOR CHECKING OF BILLET QUALITY",PENDING,,,2024-11-11 15:26:00,2024-11-11 15:52:00,2024-11-11
587,1140,12 mm,2024-11-14 00:00:00,00:45:41,01:03:15,18,BGV 1,COBBLE IN LINE 1 BGV DUE TO MATERIAL HEAD COBBLE IN LINE 1 BGV.,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,COBBLE DUE TO CHIPS ACCUMULATION IN BGV DUE TO BAD BILLET,"1. COBBLE REMOVED, CHIPS CLEANED AND MILL STARTED","1. BILLET QUALITY TO BE CHECKED BY QUALITY DEPARTMENT
2. MAIL TO B SENT TO SMS SOHAR STEEL FOR CHECKING OF BILLET QUALITY",PENDING,,,2024-11-14 00:45:41,2024-11-14 01:03:15,2024-11-14
588,1141,20 mm,2024-11-16 00:00:00,18:50:38,19:24:41,34,STAND 9,"COBBLE IN STAND 10 RE GUIDE DUE TO  MATERIAL TWISTED FROM STAND 9 DELIVERY GUIDE..CHIPS JAMMED IN STAND 9 DELIVERY GUIDE. H N - 2409128 (1C+1H). DURING THIS STAND 8 CHANGED, STAND 9 PASS CHANGED. BOTH BGV RE GUIDE CHANGED. MILL CHECKED.","COBBLE REMOVED AND MILL STARTED
STAND-9 PASS CHANGED, STAND-08 CHANGED",COBBLE BETWEEN STAND-9 AND STAND-10,CHIPS ACCUMULATION IN STAND-9 DELIVERY,"STAND-9 PASS CONDITION NOT OK
Billet Surface quality having  Mechanical scratch marks on Billet head side (400 mm away from head", Rail got damaged in caster area at collecting bed,when round fall down from crane during lifting on roller table-4 caster area,"PAWL collecting table No 4, first fixed rail was damaged as shown in attached photographs causing scratch on billet . After repairing the roller table-4 now there is no scratch marks
Proper visual inspection of Billets along length to be
done before charging into reheating furnace of rolling mill and defective billets need to be segregated",Development of new round lifting mechanism for non-magnetic rounds. Discussions are ongoing with SASTRENIC company for development and supply of round lifting manipulator,DONE ,,,2024-11-16 18:50:38,2024-11-16 19:24:41,2024-11-16
589,1142,20 mm,2024-11-17 00:00:00,17:52:00,18:03:00,11,SMS,COBBLE AT STAND 10 ENTRY DUE TO CHIPS ,"COBBLE REMOVED AND MILL STARTED
STAND-9 PASS CHANGED, STAND-08 CHANGED",COBBLE BETWEEN STAND-9 AND STAND-10,CHIPS ACCUMULATION IN STAND-9 DELIVERY,"
Billet Surface quality having  Mechanical scratch marks on Billet head side (400 mm away from head", Rail got damaged in caster area at collecting bed,when round fall down from crane during lifting on roller table-4 caster area,"PAWL collecting table No 4, first fixed rail was damaged as shown in attached photographs causing scratch on billet . After repairing the roller table-4 now there is no scratch marks
Proper visual inspection of Billets along length to be
done before charging into reheating furnace of rolling mill and defective billets need to be segregated",Development of new round lifting mechanism for non-magnetic rounds. Discussions are ongoing with SASTRENIC company for development and supply of round lifting manipulator,DONE ,,,2024-11-17 17:52:00,2024-11-17 18:03:00,2024-11-17
590,1143,20 mm,2024-11-17 00:00:00,18:14:00,18:34:00,19,TWIN CHANNEL,UNDERSHOOT AT LINE 2B DUE TO BAR STOP SOME WHERE AT TWIN CHANNEL/COOLING BED.COBBLE TO BE ANALYSIS BY CAPA TEAM,UNDERSHOOT REMOVED AND MILL STARTED,UNDERSHOOT DETECTED IN LINE-2B,MATERIAL STOPPED AT TAIL BRAKER AND SPEED DROPPED TO ZERO,TAIL BRAKER -2B TAKEN MORE TORQUE FROM LAST TWO BARS(120%),TOP HUB BUSH BEARING SEIZED ,TOP HUB BUSH BEARING LUBE LINE BROKEN ,1.TB_2B GEAR BOX CHANGED ,"1.GEAR BOX ONBOARD LUBE LINE PIPELINE LENGTH SHORTENED 
2.PIPELINE TO BE REPLACED FROM CS TO SS ",PENDING,,,2024-11-17 18:14:00,2024-11-17 18:34:00,2024-11-17
591,1147,,2024-11-21 00:00:00,12:42:00,12:57:00,15,DIVERTER,CARRY FORWARDED FROM CVR_1(Mech not Accepteed),COBBLE REMOVED & SWITCH PIPE CHANGED MILL STARTED ,BILLET STOPPED IN MILL ENTRY CHAIN ,UNUSUAL TORQUE CAME FROM CVR_01 DIVERTER ,ONE SAMLL PIECE STUCK IN DIVERTER ,SEPARATION NOT PROPER DURING TAIL OPTIMIZATION,,"1.SWITCH PIPE CHANGED 
2.BLADE GAP & CROSSING CHECKED 
3.DIVERTER & SHEAR RESET DONE 
4.EXIT TROUGH CHECKED ","1.BLADE OVERLAP TO BE INCREASED FROM 1MM TO 1.3
2.OVERSPEED TO BE INCREASED FROM 2.5% TO 3%",DONE ,,,2024-11-21 12:42:00,2024-11-21 12:57:00,2024-11-21
592,1172,16 mm,2024-12-05 00:00:00,08:41:00,08:56:00,15,BGV2,COBBLE AT BGV 2 DUE TO TAIL BROKEN BETWEEN STAND 19-20 (1C+1H),COBBLE REMOVED MILL STARTED & STOCK ADJUSTED ,COBBLE  ,TAIL BROKEN BETWEEN STAND_19 & 20 ,STOCK FOUND AT HGHER SIDE ,,,1.STOCK ADJUSTED #19 & 20 ,"1. AFTER ONE BILLET ROLLING STAND_14 STOCK SHOULD BE ENSURED BOTH LINE 
2. MILL ROLLER HAS TO ENSURE THE STOCK SIZE AFTER ANY SECTION CHANGE, RING CHANGE ETC",DONE ,,,2024-12-05 08:41:00,2024-12-05 08:56:00,2024-12-05
593,1150,,2024-11-22 00:00:00,20:55:00,21:13:00,17,ART,OVERSHOOT & MATERIAL JUMBLED AT COOLING BED.V DURING THIS- STD.14 PASS CHANGE DONE. PRE-FINISHING MILL CHECKED.,"COBBLE REMOVED AND MILL STARTED
SHEAR-3 BLADE REPLACED WITH NEW ONE
BLADE RESET DONE
",UNDERSHOOT AT ENTRY OF COOLING BED AND OVERSHOOT,BAR DIDNOT GET SEPARTAED DURING DIVIDING CUT,BLADE GOT BLUNT IN 1680 CUTS ,DUE TO REFURBISHED BLADES USED ,,"1.BLADES CHANGED WITH NEW PAIR 
2.SHEAR_03 RESET DONE 
3.UNDERSHOOT COBBLE REMOVED ","1.REFURBISHED BLADES NOT BE USED ANY MORE 
2.BLADES SAFETY STOCK TO BE MAINTAINED 
3.BLADES VMI TO BE IMPLEMENTED FOR PROCUREMENT & ALSO FOR ALL TYPES OF CONSUMABLES ",DONE ,,,2024-11-22 20:55:00,2024-11-22 21:13:00,2024-11-22
594,1151,,2024-11-22 00:00:00,22:45:00,23:16:00,31,DIVIDE SHEAR CL,"UNDERSHOOT DUE TO BAR NOT SAPERATED PROPER AFTER CUTTING FROM SH.3. DURING THIS - STD.11, 12, 13 & 14 - PASS CHANGED. SH.3 BLADE CHANGED.","COBBLE REMOVED AND MILL STARTED
SHEAR-3 BLADE REPLACED WITH NEW ONE
BLADE RESET DONE
",UNDERSHOOT AT ENTRY OF COOLING BED AND OVERSHOOT,BAR DIDNOT GET SEPARTAED DURING DIVIDING CUT,BLADE GOT BLUNT IN 1680 CUTS ,DUE TO REFURBISHED BLADES USED ,,"1.BLADES CHANGED WITH NEW PAIR 
2.SHEAR_03 RESET DONE 
3.UNDERSHOOT COBBLE REMOVED ","1.REFURBISHED BLADES NOT BE USED ANY MORE 
2.BLADES SAFETY STOCK TO BE MAINTAINED 
3.BLADES VMI TO BE IMPLEMENTED FOR PROCUREMENT & ALSO FOR ALL TYPES OF CONSUMABLES ",DONE ,,,2024-11-22 22:45:00,2024-11-22 23:16:00,2024-11-22
595,1152,,2024-11-28 00:00:00,07:14:00,08:41:00,81,STAND_08,COBBLE DUE TO STAND 8 SHEAR PIN BROKEN,"COBBLE REMOVED 
 SPACER WITH SHEAR PIN CHANGED 
MILL STARTED","COBBLE AT STAND 8
",SHEAR PIN BROKEN,JERK,INSTANT LOAD ,,"1. COBBLE REMOVED
2. SHEAR PIN CHANGED
3. SPACER CHANGED
4. ALL BOLTS TIGHTENING DONE","1. STAND-01  ENTRY TEMP TO BE MORE THAN 1000 DEGREE
2. STAND-08 ENTRY AND EXIT STOCK TO BE MONITORED
3.SHEAR PIN TONNAGE TO REVISE FROM 10000T TO 5000T & ALARM AT 4000T 
4.STAND_08 LOAD & TORQUE REDUCTION WITH RESPECT TO PASS DESIGN PLAN TO BE DISCUSSED WITH ROLL SHOP",DONE ,1) TONNAGE REVISED ,,2024-11-28 07:14:00,2024-11-28 08:41:00,2024-11-28
596,1154,40 mm,2024-11-29 00:00:00,01:02:00,01:45:00,44,MRSS,"COBBLE IN MILL DUE TO POWER FLACTUATION FROM MRSS. ALL STANDS DC LINK TRIP, SMS COMPRESSOR TRIP SO FURNACE ALSO TRIP. DURING THIS STAND 7 PASS CHANGED. (1C)","COBBLE REMOVED  , FURNACE LIGHT UP DONE
 MILL STARTED","ALL DC LINK TRIPPED, FURNACE TRIPPED DUE TO LESS COMPRESSED  AIR AS AIR COMPRESSOR TRIPPED IN SMS WTP",POWER FLUCTUATION FROM MRSS,SHORT CIRCUIT IN AAJWA GAS STATION,AAJWA COMPRESSOR EARTHING DAMAGED,,"COBBLE REMOVED  , FURNACE LIGHT UP DONE
 MILL STARTED",IT WILL BE DISCUSSED WITH AAJWA TEAM ABOUT PREVENTIVE ACTION PLAN,DONE ,,,2024-11-29 01:02:00,2024-11-29 01:45:00,2024-11-29
597,1155,40 mm,2024-11-29 00:00:00,01:45:00,02:57:00,72,MRSS,"COBBLE IN MILL DUE TO POWER FLACTUATION FROM MRSS. ALL STANDS DC LINK TRIP, SMS COMPRESSOR TRIP SO FURNACE ALSO TRIP. DURING THIS STAND 7 PASS CHANGED. (1C)","COBBLE REMOVED  , FURNACE LIGHT UP DONE
 MILL STARTED","ALL DC LINK TRIPPED, FURNACE TRIPPED DUE TO LESS COMPRESSED  AIR AS AIR COMPRESSOR TRIPPED IN SMS WTP",POWER FLUCTUATION FROM MRSS,SHORT CIRCUIT IN AAJWA GAS STATION,AAJWA COMPRESSOR EARTHING DAMAGED,,"COBBLE REMOVED  , FURNACE LIGHT UP DONE
 MILL STARTED",IT WILL BE DISCUSSED WITH AAJWA TEAM ABOUT PREVENTIVE ACTION PLAN,DONE ,,,2024-11-29 01:45:00,2024-11-29 02:57:00,2024-11-29
598,1157,25 mm,2024-11-30 00:00:00,03:22:00,03:44:00,23,SMS,MATERIAL HEAD COBBLE AT STAND 14 DUE TO CHIPS.,COBBLE DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,CHIPS DUE TO BAD BILLET,COBBLE REMOVED AND MILL STARTED,MAIN TO BE SENT TO SMS FOR BILLET QUALITY CHECK,DONE ,,,2024-11-30 03:22:00,2024-11-30 03:44:00,2024-11-30
599,1160,8 mm,2024-11-30 00:00:00,23:47:00,00:00:00,13,DIVIDE SHEAR L2,COBBLE DETECTION AT LINE 2 DIVIDE SHEAR AND TWO BAR FOUND AT 2A DUE TO BAR CUT NOT PROPER SO BLADE CHANGED OF DIVIDE SHEAR LINE 2.,COBBLE REMOVED AND MILL STARTED,COBBLE AT DIVIDE SHEAR LINE-2,TWO PIECE WENT IN LINE,MATERIAL NOT SEPARATED DURING CUT,IMPROPER CUTTING FROM DIVIDE SHEAR BLADES ,,"BLADES CHANGED
OVERLAPPED CHECKED
DIVERTER AND BLADE RESET DONE WITH 1MM PLATE
WEDGE  CHANGED


","BLADES CHANGED
OVERLAPPED CHECKED
DIVERTER AND BLADE RESET DONE WITH 1MM PLATE
WEDGE  CHANGED


",DONE ,,,2024-11-30 23:47:00,2024-11-30 00:00:00,2024-11-30
